Produktgruppe;Produktgruppe Bezeichnung;E_A;Haushaltsposition;Jahr;Euro
1.21.24;Deutsches Architekturmuseum;E;Privatrechtliche Leistungsentgelte;2011;150.000,00
1.21.24;Deutsches Architekturmuseum;E;Privatrechtliche Leistungsentgelte;2012;150.000,00
1.21.24;Deutsches Architekturmuseum;E;Privatrechtliche Leistungsentgelte;2013;150.000,00
1.21.24;Deutsches Architekturmuseum;E;Sonstige ordentliche Erträge;2008;223.264,39
1.21.24;Deutsches Architekturmuseum;E;Sonstige ordentliche Erträge;2009;45.000,00
1.21.24;Deutsches Architekturmuseum;E;Sonstige ordentliche Erträge;2010;25.000,00
1.21.24;Deutsches Architekturmuseum;E;Sonstige ordentliche Erträge;2011;45.000,00
1.21.24;Deutsches Architekturmuseum;E;Sonstige ordentliche Erträge;2012;45.000,00
1.21.24;Deutsches Architekturmuseum;E;Sonstige ordentliche Erträge;2013;45.000,00
1.21.25;Museum für Moderne Kunst;A;Abschreibungen;2008;211.059,51
1.21.25;Museum für Moderne Kunst;A;Abschreibungen;2009;200.000,00
1.21.25;Museum für Moderne Kunst;A;Abschreibungen;2010;202.923,00
1.21.25;Museum für Moderne Kunst;A;Abschreibungen;2011;209.542,50
1.21.25;Museum für Moderne Kunst;A;Abschreibungen;2012;208.000,00
1.21.25;Museum für Moderne Kunst;A;Abschreibungen;2013;206.000,00
1.21.25;Museum für Moderne Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2008;4.091.762,98
1.21.25;Museum für Moderne Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2009;1.829.000,00
1.21.25;Museum für Moderne Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2010;2.079.000,00
1.21.25;Museum für Moderne Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2011;2.079.000,00
1.21.25;Museum für Moderne Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2012;2.079.000,00
1.21.25;Museum für Moderne Kunst;A;Aufwendungen für Sach- und Dienstleistungen;2013;2.079.000,00
1.21.25;Museum für Moderne Kunst;A;Personalaufwendungen;2008;1.026.891,11
1.21.25;Museum für Moderne Kunst;A;Personalaufwendungen;2009;1.100.000,00
1.21.25;Museum für Moderne Kunst;A;Personalaufwendungen;2010;1.169.000,00
1.21.25;Museum für Moderne Kunst;A;Personalaufwendungen;2011;1.169.000,00
1.21.25;Museum für Moderne Kunst;A;Personalaufwendungen;2012;1.169.000,00
1.21.25;Museum für Moderne Kunst;A;Personalaufwendungen;2013;1.169.000,00
1.21.25;Museum für Moderne Kunst;A;Sonstige ordentliche Aufwendungen;2008;724,32
1.21.25;Museum für Moderne Kunst;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.21.25;Museum für Moderne Kunst;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.21.25;Museum für Moderne Kunst;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.21.25;Museum für Moderne Kunst;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.21.25;Museum für Moderne Kunst;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.21.25;Museum für Moderne Kunst;A;Versorgungsaufwendungen;2008;71.650,30
1.21.25;Museum für Moderne Kunst;A;Versorgungsaufwendungen;2009;68.000,00
1.21.25;Museum für Moderne Kunst;A;Versorgungsaufwendungen;2010;86.000,00
1.21.25;Museum für Moderne Kunst;A;Versorgungsaufwendungen;2011;95.000,00
1.21.25;Museum für Moderne Kunst;A;Versorgungsaufwendungen;2012;95.000,00
1.21.25;Museum für Moderne Kunst;A;Versorgungsaufwendungen;2013;95.000,00
1.21.25;Museum für Moderne Kunst;E;Außerordentliche Erträge;2008;7.967,42
1.21.25;Museum für Moderne Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;52.884,00
1.21.25;Museum für Moderne Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;41.000,00
1.21.25;Museum für Moderne Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;26.542,00
1.21.25;Museum für Moderne Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;13.250,00
1.21.25;Museum für Moderne Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;4.000,00
1.21.25;Museum für Moderne Kunst;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;0,00
1.21.25;Museum für Moderne Kunst;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;62.538,15
1.21.25;Museum für Moderne Kunst;E;Privatrechtliche Leistungsentgelte;2008;918.658,84
1.21.25;Museum für Moderne Kunst;E;Privatrechtliche Leistungsentgelte;2009;243.000,00
1.21.25;Museum für Moderne Kunst;E;Privatrechtliche Leistungsentgelte;2010;243.000,00
1.21.25;Museum für Moderne Kunst;E;Privatrechtliche Leistungsentgelte;2011;243.000,00
1.21.25;Museum für Moderne Kunst;E;Privatrechtliche Leistungsentgelte;2012;243.000,00
1.21.25;Museum für Moderne Kunst;E;Privatrechtliche Leistungsentgelte;2013;243.000,00
1.21.25;Museum für Moderne Kunst;E;Sonstige ordentliche Erträge;2008;777.400,39
1.21.25;Museum für Moderne Kunst;E;Sonstige ordentliche Erträge;2009;131.000,00
1.21.25;Museum für Moderne Kunst;E;Sonstige ordentliche Erträge;2010;131.000,00
1.21.25;Museum für Moderne Kunst;E;Sonstige ordentliche Erträge;2011;131.000,00
1.21.25;Museum für Moderne Kunst;E;Sonstige ordentliche Erträge;2012;131.000,00
1.21.25;Museum für Moderne Kunst;E;Sonstige ordentliche Erträge;2013;131.000,00
1.21.26;Jüdisches Museum;A;Abschreibungen;2008;34.751,33
1.21.26;Jüdisches Museum;A;Abschreibungen;2009;34.000,00
1.21.26;Jüdisches Museum;A;Abschreibungen;2010;32.398,00
1.21.26;Jüdisches Museum;A;Abschreibungen;2011;34.600,00
1.21.26;Jüdisches Museum;A;Abschreibungen;2012;32.000,00
1.21.26;Jüdisches Museum;A;Abschreibungen;2013;30.000,00
1.21.26;Jüdisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2008;1.392.070,71
1.21.26;Jüdisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2009;1.181.000,00
1.21.26;Jüdisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2010;1.267.000,00
1.21.26;Jüdisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2011;1.267.000,00
1.21.26;Jüdisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2012;1.267.000,00
1.21.26;Jüdisches Museum;A;Aufwendungen für Sach- und Dienstleistungen;2013;1.267.000,00
1.21.26;Jüdisches Museum;A;Außerordentliche Aufwendungen;2008;9.000,00
1.21.26;Jüdisches Museum;A;Personalaufwendungen;2008;1.102.211,42
1.21.26;Jüdisches Museum;A;Personalaufwendungen;2009;1.055.000,00
1.21.26;Jüdisches Museum;A;Personalaufwendungen;2010;1.097.000,00
1.21.26;Jüdisches Museum;A;Personalaufwendungen;2011;1.097.000,00
1.21.26;Jüdisches Museum;A;Personalaufwendungen;2012;1.097.000,00
1.21.26;Jüdisches Museum;A;Personalaufwendungen;2013;1.097.000,00
1.21.26;Jüdisches Museum;A;Sonstige ordentliche Aufwendungen;2008;535,80
1.21.26;Jüdisches Museum;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.21.26;Jüdisches Museum;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.21.26;Jüdisches Museum;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.21.26;Jüdisches Museum;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.21.26;Jüdisches Museum;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.21.26;Jüdisches Museum;A;Versorgungsaufwendungen;2008;163.209,45
1.21.26;Jüdisches Museum;A;Versorgungsaufwendungen;2009;133.000,00
1.21.26;Jüdisches Museum;A;Versorgungsaufwendungen;2010;136.000,00
1.21.26;Jüdisches Museum;A;Versorgungsaufwendungen;2011;145.000,00
1.21.26;Jüdisches Museum;A;Versorgungsaufwendungen;2012;145.000,00
1.21.26;Jüdisches Museum;A;Versorgungsaufwendungen;2013;145.000,00
1.21.26;Jüdisches Museum;E;Außerordentliche Erträge;2008;7.750,69
1.21.26;Jüdisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;4.723,00
1.21.26;Jüdisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2009;5.000,00
1.21.26;Jüdisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;4.023,00
1.21.26;Jüdisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;3.207,00
1.21.26;Jüdisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;2.000,00
1.21.26;Jüdisches Museum;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;0,00
1.21.26;Jüdisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;170.886,08
1.21.26;Jüdisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;315.000,00
1.21.26;Jüdisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;409.000,00
1.21.26;Jüdisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;409.000,00
1.21.26;Jüdisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;409.000,00
1.21.26;Jüdisches Museum;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;409.000,00
1.21.26;Jüdisches Museum;E;Kostenersatzleistungen und -erstattungen;2008;93.591,68
1.21.26;Jüdisches Museum;E;Privatrechtliche Leistungsentgelte;2008;105.519,14
1.21.26;Jüdisches Museum;E;Privatrechtliche Leistungsentgelte;2009;115.000,00
1.21.26;Jüdisches Museum;E;Privatrechtliche Leistungsentgelte;2010;112.000,00
1.21.26;Jüdisches Museum;E;Privatrechtliche Leistungsentgelte;2011;112.000,00
1.21.26;Jüdisches Museum;E;Privatrechtliche Leistungsentgelte;2012;112.000,00
1.21.26;Jüdisches Museum;E;Privatrechtliche Leistungsentgelte;2013;112.000,00
1.21.26;Jüdisches Museum;E;Sonstige ordentliche Erträge;2008;126.343,13
1.21.26;Jüdisches Museum;E;Sonstige ordentliche Erträge;2009;128.000,00
1.21.26;Jüdisches Museum;E;Sonstige ordentliche Erträge;2010;123.000,00
1.21.26;Jüdisches Museum;E;Sonstige ordentliche Erträge;2011;123.000,00
1.21.26;Jüdisches Museum;E;Sonstige ordentliche Erträge;2012;123.000,00
1.21.26;Jüdisches Museum;E;Sonstige ordentliche Erträge;2013;123.000,00
1.21.27;Institut für Stadtgeschichte;A;Abschreibungen;2008;117.748,51
1.21.27;Institut für Stadtgeschichte;A;Abschreibungen;2009;77.000,00
1.21.27;Institut für Stadtgeschichte;A;Abschreibungen;2010;430.020,36
1.21.27;Institut für Stadtgeschichte;A;Abschreibungen;2011;433.789,50
1.21.27;Institut für Stadtgeschichte;A;Abschreibungen;2012;426.000,00
1.21.27;Institut für Stadtgeschichte;A;Abschreibungen;2013;422.000,00
1.21.27;Institut für Stadtgeschichte;A;Aufwendungen für Sach- und Dienstleistungen;2008;768.530,30
1.21.27;Institut für Stadtgeschichte;A;Aufwendungen für Sach- und Dienstleistungen;2009;1.172.000,00
1.21.27;Institut für Stadtgeschichte;A;Aufwendungen für Sach- und Dienstleistungen;2010;1.399.000,00
1.21.27;Institut für Stadtgeschichte;A;Aufwendungen für Sach- und Dienstleistungen;2011;923.000,00
1.21.27;Institut für Stadtgeschichte;A;Aufwendungen für Sach- und Dienstleistungen;2012;923.000,00
1.21.27;Institut für Stadtgeschichte;A;Aufwendungen für Sach- und Dienstleistungen;2013;911.000,00
1.21.27;Institut für Stadtgeschichte;A;Personalaufwendungen;2008;2.119.493,42
1.21.27;Institut für Stadtgeschichte;A;Personalaufwendungen;2009;2.266.000,00
1.21.27;Institut für Stadtgeschichte;A;Personalaufwendungen;2010;2.385.000,00
1.21.27;Institut für Stadtgeschichte;A;Personalaufwendungen;2011;2.385.000,00
1.21.27;Institut für Stadtgeschichte;A;Personalaufwendungen;2012;2.385.000,00
1.21.27;Institut für Stadtgeschichte;A;Personalaufwendungen;2013;2.385.000,00
1.21.27;Institut für Stadtgeschichte;A;Sonstige ordentliche Aufwendungen;2008;486,00
1.21.27;Institut für Stadtgeschichte;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.21.27;Institut für Stadtgeschichte;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.21.27;Institut für Stadtgeschichte;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.21.27;Institut für Stadtgeschichte;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.21.27;Institut für Stadtgeschichte;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.21.27;Institut für Stadtgeschichte;A;Versorgungsaufwendungen;2008;526.076,84
1.21.27;Institut für Stadtgeschichte;A;Versorgungsaufwendungen;2009;575.000,00
1.21.27;Institut für Stadtgeschichte;A;Versorgungsaufwendungen;2010;585.000,00
1.21.27;Institut für Stadtgeschichte;A;Versorgungsaufwendungen;2011;603.000,00
1.21.27;Institut für Stadtgeschichte;A;Versorgungsaufwendungen;2012;603.000,00
1.21.27;Institut für Stadtgeschichte;A;Versorgungsaufwendungen;2013;603.000,00
1.21.27;Institut für Stadtgeschichte;E;Außerordentliche Erträge;2008;4.500,39
1.21.27;Institut für Stadtgeschichte;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2008;70.171,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2010;-5.000,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2011;-2.500,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2012;3.000,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus der Auflösung von Sonderposten aus Investitionszuweisungen, -zuschüssen und Investitionsbeiträge;2013;3.000,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2008;34.004,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2009;260.000,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2010;5.000,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2011;5.000,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2012;5.000,00
1.21.27;Institut für Stadtgeschichte;E;Erträge aus Zuweisungen und Zuschüssen für laufende Zwecke und allgemeine Umlagen;2013;5.000,00
1.21.27;Institut für Stadtgeschichte;E;Privatrechtliche Leistungsentgelte;2008;48.043,81
1.21.27;Institut für Stadtgeschichte;E;Privatrechtliche Leistungsentgelte;2009;52.000,00
1.21.27;Institut für Stadtgeschichte;E;Privatrechtliche Leistungsentgelte;2010;52.000,00
1.21.27;Institut für Stadtgeschichte;E;Privatrechtliche Leistungsentgelte;2011;52.000,00
1.21.27;Institut für Stadtgeschichte;E;Privatrechtliche Leistungsentgelte;2012;52.000,00
1.21.27;Institut für Stadtgeschichte;E;Privatrechtliche Leistungsentgelte;2013;52.000,00
1.21.27;Institut für Stadtgeschichte;E;Sonstige ordentliche Erträge;2008;89.769,64
1.21.27;Institut für Stadtgeschichte;E;Sonstige ordentliche Erträge;2009;76.000,00
1.21.27;Institut für Stadtgeschichte;E;Sonstige ordentliche Erträge;2010;70.000,00
1.21.27;Institut für Stadtgeschichte;E;Sonstige ordentliche Erträge;2011;70.000,00
1.21.27;Institut für Stadtgeschichte;E;Sonstige ordentliche Erträge;2012;70.000,00
1.21.27;Institut für Stadtgeschichte;E;Sonstige ordentliche Erträge;2013;70.000,00
1.22.01;Umweltplanung und Umweltservice;A;Abschreibungen;2008;74.780,47
1.22.01;Umweltplanung und Umweltservice;A;Abschreibungen;2009;783.000,00
1.22.01;Umweltplanung und Umweltservice;A;Abschreibungen;2010;33.674,00
1.22.01;Umweltplanung und Umweltservice;A;Abschreibungen;2011;92.090,00
1.22.01;Umweltplanung und Umweltservice;A;Abschreibungen;2012;99.000,00
1.22.01;Umweltplanung und Umweltservice;A;Abschreibungen;2013;104.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Sach- und Dienstleistungen;2008;2.280.655,84
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Sach- und Dienstleistungen;2009;2.165.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Sach- und Dienstleistungen;2010;2.065.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Sach- und Dienstleistungen;2011;2.215.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Sach- und Dienstleistungen;2012;2.065.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Sach- und Dienstleistungen;2013;1.985.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2008;242.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2009;242.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2010;244.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2011;246.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2012;248.000,00
1.22.01;Umweltplanung und Umweltservice;A;Aufwendungen für Zuweisungen und Zuschüsse sowie besondere Finanzausgaben;2013;248.000,00
1.22.01;Umweltplanung und Umweltservice;A;Personalaufwendungen;2008;2.003.344,86
1.22.01;Umweltplanung und Umweltservice;A;Personalaufwendungen;2009;2.326.000,00
1.22.01;Umweltplanung und Umweltservice;A;Personalaufwendungen;2010;2.534.000,00
1.22.01;Umweltplanung und Umweltservice;A;Personalaufwendungen;2011;2.534.000,00
1.22.01;Umweltplanung und Umweltservice;A;Personalaufwendungen;2012;2.534.000,00
1.22.01;Umweltplanung und Umweltservice;A;Personalaufwendungen;2013;2.534.000,00
1.22.01;Umweltplanung und Umweltservice;A;Sonstige ordentliche Aufwendungen;2008;432,00
1.22.01;Umweltplanung und Umweltservice;A;Sonstige ordentliche Aufwendungen;2009;1.000,00
1.22.01;Umweltplanung und Umweltservice;A;Sonstige ordentliche Aufwendungen;2010;1.000,00
1.22.01;Umweltplanung und Umweltservice;A;Sonstige ordentliche Aufwendungen;2011;1.000,00
1.22.01;Umweltplanung und Umweltservice;A;Sonstige ordentliche Aufwendungen;2012;1.000,00
1.22.01;Umweltplanung und Umweltservice;A;Sonstige ordentliche Aufwendungen;2013;1.000,00
1.22.01;Umweltplanung und Umweltservice;A;Versorgungsaufwendungen;2008;487.926,54
1.22.01;Umweltplanung und Umweltservice;A;Versorgungsaufwendungen;2009;841.000,00
1.22.01;Umweltplanung und Umweltservice;A;Versorgungsaufwendungen;2010;885.000,00
1.22.01;Umweltplanung und Umweltservice;A;Versorgungsaufwendungen;2011;929.000,00
